name,occupation,summary,birthday,deathday
Anne Pol,Business,"President, Trex Enterprises Corporation",c. 1948,-
Steven L. Polacek,Business,Opus Corporation,c. 1960,-
Kristoffer Polaha,Actor,Jason Matthews on North Shore,18-Feb-1977,-
Troy Polamalu,Football,Pittsburgh Steelers,19-Apr-1981,-
Mary Lake Polan,Doctor,OG Professor at Stanford,c. 1943,-
Roman Polanski,Film Director,Chinatown,18-Aug-1933,-
John C. Polanyi,Chemist,Infrared chemiluminescence,23-Jan-1929,-
Karl Polanyi,Scholar,The Great Transformation,25-Oct-1886,23-Apr-1964
Henry Polic II,Actor,Jerry Silver on Webster,20-Feb-1945,-
Andrew J. Policano,Business,"Business School Dean, UC Irvine",c. 1949,-
Chris Policinski,Business,CEO of Land O'Lakes,c. 1959,-
Jared Polis,Politician,"Congressman, Colorado 2nd",12-May-1975,-
Michael Polish,Film Director,The Astronaut Farmer,30-Oct-1970,-
Politian,Scholar,Humanist under Lorenzo de Medici,14-Jul-1454,28-Sep-1494
Jon Polito,Actor,Johnny Caspar in Miller's Crossing,29-Dec-1950,-
H. David Politzer,Physicist,Deep structure of matter,31-Aug-1949,-
Nicole Polizzi,TV Personality,Snooki on Jersey Shore,23-Jan-1987,-
James Knox Polk,Head of State,"11th US President, 1845-49",02-Nov-1795,15-Jun-1849
Leonidas Polk,Military,Confederate general,10-Apr-1806,14-Jun-1864
Leonidas LaFayette Polk,Agriculturalist,Agrarian reformer,24-Apr-1837,11-Jun-1892
Sarah Polk,First Lady,Wife of US President James K. Polk,04-Sep-1803,14-Aug-1891
Kenneth Pollack,Scholar,Brookings Institution,1966,-
Ron Pollack,Activist,Families USA,?,-
Sydney Pollack,Film Director,Tootsie,01-Jul-1934,26-May-2008
Kevin Pollak,Comic,Host of Celebrity Poker,30-Oct-1957,-
Michael Pollan,Author,The Omnivore's Dilemma,06-Feb-1955,-
Tracy Pollan,Actor,Ellen Reed on Family Ties,22-Jun-1960,-
C. William Pollard,Business,Twice CEO of ServiceMaster,c. 1938,-
Fritz Pollard,Football,First black coach in the NFL,27-Jan-1894,11-May-1986
John G. Pollard,Politician,"Governor of Virginia, 1930-34",04-Aug-1871,28-Apr-1937
Jonathan Pollard,Spy,Spied for Israel,07-Aug-1954,-
Michael J. Pollard,Actor,Bonnie and Clyde,30-May-1939,-
Tiffany Pollard,TV Personality,Flavor of Love,06-Jan-1982,-
Sarah Polley,Actor,Road to Avonlea,08-Jan-1979,-
Donald Ray Pollock,Author,The Devil All The Time,23-Dec-1954,-
Jackson Pollock,Painter,Abstract expressionist,28-Jan-1912,11-Aug-1956
Sam Pollock,Hockey,"GM of Montreal Canadiens, 1964-78",25-Dec-1925,15-Aug-2007
Marco Polo,Explorer,Travels of Marco Polo,c. 1254,08-Jan-1324
Teri Polo,Actor,Meet the Fockers,01-Jun-1969,-
Michael C. Polt,Diplomat,"US Ambassador to Serbia, 2004-07",?,-
Polybius,Historian,Histories,c. 200 BC,c. 118 BC
Richard Pombo,Politician,"Congressman from California, 1993-2007",08-Jan-1961,-
Earl Pomeroy,Politician,"Congressman from North Dakota, 1993-2011",02-Sep-1952,-
Scarlett Pomers,Actor,Kyra Hart on Reba,28-Nov-1988,-
Ellen Pompeo,Actor,Grey's Anatomy,10-Nov-1969,-
Mike Pompeo,Politician,"Congressman, Kansas 4th",30-Dec-1963,-
Pompey,Military,"Roman general, part of First Triumvirate",29-Sep-106 BC,29-Sep-48 BC
Georges Pompidou,Head of State,"President of France, 1969-74",05-Jul-1911,02-Apr-1974
Carlos Ponce,Singer,Escúchame,04-Sep-1972,-
Poncie Ponce,Actor,Kazuo Kim on Hawaiian Eye,10-Apr-1933,-
Amilcare Ponchielli,Composer,La Gioconda,31-Aug-1834,16-Jan-1886
Dale C. Pond,Business,Former EVP Marketing at Lowe's,c. 1947,-
Alexander M. Poniatoff,Business,Founder of Ampex,1892,1980
Elena Poniatowska,Journalist,"Mexican feminist writer, journalist",19-May-1932,-
Ramesh Ponnuru,Columnist,"Senior Editor, National Review",16-Aug-1974,-
Lily Pons,Singer,French-American coloratura soprano,12-Apr-1898,13-Feb-1976
Stanley Pons,Physicist,Cold fusion crank,08-Feb-1943,-
Rosa Ponselle,Singer,"Operatic soprano, NY Metropolitan Opera",22-Jan-1897,25-May-1981
Éleuthère Irénée du Pont,Business,Founder of DuPont,24-Jun-1771,31-Oct-1834
John Pont,Football,"IU-Bloomington Head Coach, 1965-72",13-Nov-1927,01-Jul-2008
Kenneth A. Pontarelli,Business,Goldman Sachs,c. 1971,-
Carlo Ponti,Film/TV Producer,Doctor Zhivago,11-Dec-1910,10-Jan-2007
Pontiac,Head of State,Chief of the Ottawa,c. 1720,20-Apr-1769
Chris Pontius,Skateboarder,"Skateboarder, Jackass, Wildboyz",16-Jul-1974,-
Henrik Pontoppidan,Author,Lucky Peter,24-Jul-1857,21-Aug-1943
Pontormo,Painter,Florentine Mannerist painter,24-May-1494,Dec-1556
Jean-Luc Ponty,Jazz Musician,Electric jazz violinist,29-Sep-1942,-
Charles Ponzi,Criminal,Get-rich-quick schemes,03-Mar-1882,18-Jun-1949
Chuck Poochigian,Politician,California State Senator,31-May-1949,-
Léa Pool,Film Director,Lost and Delirious,08-Sep-1950,-
Bill Poole,Economist,"President, Federal Reserve Bank of St. Louis",19-Jun-1937,-
Ernest Poole,Novelist,His Family,23-Jan-1880,10-Jan-1950
Robert W. Poole,Editor,"Founder, Reason Foundation",04-Jul-1944,-
Rosemary S. Pooler,Judge,2nd Circuit Court of Appeals,21-Jun-1938,-
Christine A. Poon,Business,"Vice Chairman, Johnson & Johnson",c. 1951,-
Iggy Pop,Singer/Songwriter,Iggy and the Stooges,21-Apr-1947,-
Jimmy Pop,Singer,The Bloodhound Gang,27-Aug-1972,-
Faith Popcorn,Pundit,The Popcorn Report,c. 1948,-
Alexander Pope,Poet,The Dunciad,21-May-1688,30-May-1744
C. Larry Pope,Business,CEO of Smithfield Foods,c. 1955,-
Carl Pope,Activist,"Executive Director, The Sierra Club",c. 1945,-
Carly Pope,Actor,Sam McPherson on Popular,28-Aug-1980,-
"Generoso Pope, Jr.",Business,National Enquirer and Weekly World News,13-Jan-1927,02-Oct-1988
John Pope,Military,Union Army General,16-Mar-1822,23-Sep-1892
John C. Pope,Business,"President and COO of United Airlines, 1992-94",c. 1950,-
Ron Popeil,Business,"Ginsu knives, Mr. Microphone",03-May-1935,-
Samuel J. Popeil,Inventor,Veg-O-Matic,22-Jan-1915,17-Jul-1984
Daniel J. Popeo,Attorney,Washington Legal Foundation,?,-
Jerzy Popieluszko,Activist,Priest murdered by Polish government,23-Sep-1947,19-Oct-1984
Johannes Popitz,Government,Prussian finance minister 1933-44,02-Dec-1884,02-Feb-1945
John A. Pople,Chemist,Quantum mechanics of molecules,31-Oct-1925,15-Mar-2004
Frank Popoff,Business,"CEO of Dow Chemical, 1987-95",27-Oct-1935,-
Peter Popoff,Religion,Fraud exposed on the Tonight Show,1946,-
Gregg Popovich,Basketball,"Head Coach, San Antonio Spurs",28-Jan-1949,-
James L. Popowich,Business,Elk Valley Coal Corporation,c. 1943,-
Markus Popp,Electronic Musician,Oval,1968,-
David H. Popper,Diplomat,"US Ambassador to Chile, 1974-77",03-Oct-1912,24-Jul-2008
John Popper,Musician,"Harmonica player, Blues Traveler",29-Mar-1967,-
Karl Popper,Philosopher,Critical Rationalist,28-Jul-1902,17-Sep-1994
Anna Popplewell,Actor,Chronicles of Narnia,16-Dec-1988,-
Paul Porcasi,Actor,"Character actor, Broadway and film",1879,08-Aug-1946
John C. Porfilio,Judge,"10th Circuit Court of Appeals, 1985-99",14-Oct-1934,-
Paulina Porizkova,Model,Wife of Ric Ocasek,09-Apr-1965,-
Porphyry,Philosopher,Introductio in Praedicamenta,c. 232 AD,c. 305 AD
Porphyry of Gaza,Religion,Bishop of Gaza,c. 350 AD,26-Feb-420 AD
Jerry I. Porras,Business,"Professor of Organizational Behavior, Stanford",c. 1938,-
Ferdinand Porsche,Engineer,Designer of the Volkswagen Beetle,03-Sep-1875,30-Jan-1951
Ferry Porsche,Engineer,Designed the Porsche 356,19-Sep-1909,27-Mar-1998
Giambattista della Porta,Scientist,Magia Naturalis,c. 1538,04-Feb-1615
"A. Alexander Porter, Jr.",Business,Porter Orlin,c. 1938,-
Charles O. Porter,Politician,"Congressman from Oregon, 1957-61",04-Apr-1919,01-Jan-2006
Cole Porter,Composer,I've Got You Under My Skin,09-Jun-1891,15-Oct-1964
Don Porter,Actor,Prof. Lawrence on Gidget,24-Sep-1912,11-Feb-1997
Edwin Stanton Porter,Film Director,The Great Train Robbery,21-Apr-1870,30-Apr-1941
Eleanor H. Porter,Novelist,Pollyanna,19-Dec-1868,21-May-1920
Eric Porter,Actor,The Forsyte Saga,08-Apr-1928,15-May-1995
George Porter,Chemist,Rapid chemical and biological processes,06-Dec-1920,31-Aug-2002
Hal Porter,Author,A Handful of Pennies,16-Feb-1911,29-Sep-1984
Horace Porter,Diplomat,"US Ambassador to France, 1897-1905",15-Apr-1837,25-May-1921
Janet Folger Porter,Activist,"Founder, Faith2Action Ministry",?,-
Jean Porter,Actor,Till the End of Time,08-Dec-1925,-
John C. Porter,Politician,"Mayor of Los Angeles, 1929-33",04-Apr-1872,27-May-1959
John Edward Porter,Politician,"Congressman from Illinois, 1980-2001",01-Jun-1935,-
Jon Porter,Politician,"Congressman from Nevada, 2003-09",16-May-1955,-
Katherine Anne Porter,Author,Ship of Fools,15-May-1890,18-Sep-1980
Kim Porter,Relative,P Diddy's former girlfriend,c. 1971,-
Michael Porter,Scholar,Competitive Strategy,1947,-
Nyree Dawn Porter,Actor,The Forsyte Saga,22-Jan-1936,10-Apr-2001
Rodney R. Porter,Scientist,Chemical structure of antibodies,08-Oct-1917,06-Sep-1985
Roger B. Porter,Educator,"Professor, Kennedy School of Government",19-Jun-1946,-
Sylvia Porter,Columnist,Financial columnist,18-Jun-1913,05-Jun-1991
William J. Porter,Diplomat,"US Ambassador to Algeria, Vietnam, Korea",01-Sep-1914,15-Mar-1988
Alfonso Portillo,Head of State,"President of Guatemala, 2000-04",24-Sep-1951,-
José López Portillo,Head of State,"President of Mexico, 1976-82",16-Jun-1920,17-Feb-2004
Michael Portillo,Politician,Former Conservative MP,26-May-1953,-
Charles Portis,Author,True Grit,28-Dec-1933,-
Clinton Portis,Football,Washington Redskins RB,01-Sep-1981,-
Eric Portman,Actor,One of Our Aircraft Is Missing,13-Jul-1901,07-Dec-1969
Natalie Portman,Actor,Black Swan,09-Jun-1981,-
Rob Portman,Politician,US Senator from Ohio,19-Dec-1955,-
Richard Portnow,Actor,Hal Melvoin on The Sopranos,26-Jan-1947,-
Barry M. Portnoy,Attorney,"Chairman of Sullivan & Worcester, 1994-97",c. 1945,-
Mike Portnoy,Drummer,"Progressive drummer, Dream Theater",20-Apr-1967,-
Jorge Posada,Baseball,New York Yankees catcher,17-Aug-1971,-
José Guadalupe Posada,Engraver,Mexican printmaker,02-Feb-1851,20-Jan-1913
Brian Posehn,Comic,Mr. Show with Bob and David,06-Jul-1966,-
Adam Posen,Scholar,Institute for International Economics,?,-
Frederic M. Poses,Business,CEO of Trane,c. 1943,-
Bill Posey,Politician,"Congressman, Florida 15th",18-Dec-1947,-
Parker Posey,Actor,Waiting for Guffman,08-Nov-1968,-
Tyler Posey,Actor,Scott McCall on Teen Wolf,18-Oct-1991,-
Glenn Poshard,Politician,"President, Southern Illinois University",30-Oct-1945,-
Gerald Posner,Journalist,Case Closed,20-May-1954,-
Richard Posner,Judge,7th Circuit Court of Appeals,11-Jan-1939,-
Bud Post,unspecified,Unhappy lottery millionaire,05-Apr-1939,15-Jan-2006
C. W. Post,Business,Invented Postum and Grape-Nuts,26-Oct-1854,09-May-1914
Emily Post,Columnist,Etiquette,27-Oct-1873,25-Sep-1960
Louise Post,Musician,Frontwoman for Veruca Salt,07-Dec-1966,-
Markie Post,Actor,Christine on Night Court,04-Nov-1950,-
Ted Post,Film Director,Hang 'Em High,31-Mar-1918,-
Wiley Post,Aviator,First pilot to fly solo round the world,22-Nov-1898,15-Aug-1935
George H. Poste,Biologist,Health Technology Networks,c. 1944,-
Jon Postel,Scientist,Creator of the Internet's RFC system,06-Aug-1943,16-Oct-1998
James J. Postl,Business,"CEO of Pennzoil-Quaker State, 2000-02",c. 1946,-
Pete Postlethwaite,Actor,In the Name of the Father,16-Feb-1946,02-Jan-2011
Tom Poston,Actor,Handyman on Newhart,17-Oct-1921,30-Apr-2007
Wesley W. Posvar,Educator,"Chancellor, University of Pittsburgh, 1967-91",14-Sep-1925,27-Jul-2001
Pol Pot,Head of State,Leader of the Khmer Rouge,19-May-1925,15-Apr-1998
Michael Potemra,Columnist,"Deputy Managing Editor, National Review",?,-
Franka Potente,Actor,Run Lola Run,22-Jul-1974,-
Chaim Potok,Novelist,The Chosen,17-Feb-1929,23-Jul-2002
Juan Martin del Potro,Tennis,"Winner, 2009 US Open",23-Sep-1988,-
Beatrix Potter,Artist,Peter Rabbit,28-Jul-1866,22-Dec-1943
Chris Potter,Actor,Dan Lennox on Wild Card,23-Aug-1960,-
H. C. Potter,Film Director,Mr. Blandings Builds His Dream House,13-Nov-1904,31-Aug-1977
John E. Potter,Government,US Postmaster General,1956,-
Martin Potter,Actor,Satyricon,04-Oct-1944,-
Maureen Potter,Actor,Beloved Irish actress and comic,1925,07-Apr-2004
Monica Potter,Actor,Lori Colson on Boston Legal,30-Jun-1971,-
Myrtle Potter,Business,"COO of Genentech, 2000-04",1958,-
Tom Potter,Politician,"Mayor of Portland Oregon, 2005-09",12-Sep-1940,-
Trevor Potter,Attorney,"FEC Commissioner, 1991-95",24-Oct-1955,-
David S. Pottruck,Business,"CEO of Charles Schwab, 1998-2004",c. 1948,-
Annie Potts,Actor,Mary Jo Shively on Designing Women,28-Oct-1952,-
Denis Potvin,Hockey,"New York Islanders, 1973-88",29-Oct-1953,-
Pierre Poujade,Activist,French anti-tax crusader,01-Dec-1920,27-Aug-2003
Francis Poulenc,Composer,Les dialogues des Carmélites,07-Jan-1899,30-Jan-1963
Colleen M. Pouliot,Attorney,"General Counsel of Adobe, 1990-2001",c. 1959,-
Kevin Poulsen,Hacker,Hacker and journalist,1965,-
Norris Poulson,Politician,"Mayor of Los Angeles, 1953-61",23-Jul-1895,25-Sep-1982
Dick Pound,Attorney,Canadian Olympic official,22-Mar-1942,-
Ezra Pound,Poet,The Cantos,30-Oct-1885,01-Nov-1972
Roscoe Pound,Judge,Sociological jurisprudence,27-Oct-1870,01-Jul-1964
CCH Pounder,Actor,Claudette on The Shield,25-Dec-1952,-
Paula Poundstone,Comic,Asexual comic,29-Dec-1959,-
William Poundstone,Author,Big Secrets,29-Mar-1955,-
Jerry Pournelle,Author,Sci-Fi collaborator with Larry Niven,07-Aug-1933,-
Alvin F. Poussaint,Doctor,Child-rearing expert,15-May-1934,-
Nicolas Poussin,Painter,17th c. French classicist painter,1594,19-Nov-1665
Maury Povich,Talk Show Host,The Maury Povich Show,17-Jan-1939,-
Adam Clayton Powell,Politician,"Congressman from New York, 1945-71",29-Nov-1908,04-Apr-1972
Andrew Powell,Musician,Orchestral arranger for Alan Parsons,18-Apr-1949,-
Anthony Powell,Novelist,A Dance to the Music of Time,21-Dec-1905,28-Mar-2000
Billy Powell,Musician,Lynyrd Skynyrd keyboardist,03-Jun-1952,28-Jan-2009
Boog Powell,Baseball,Baltimore Orioles,17-Aug-1941,-
"Boone Powell, Jr.",Business,"CEO of Baylor Health Care, 1980-2001",09-Feb-1937,-
Bud Powell,Pianist,Seminal bop pianist and composer,27-Sep-1924,31-Jul-1966
Cecil Powell,Physicist,Discovered the pi-meson,05-Dec-1903,09-Aug-1969
Charles Powell,Business,"Private Secretary to Thatcher, 1983-90",06-Jun-1941,-
Clifton Powell,Actor,Civil Brand,31-Aug-1947,-
Colin Powell,Government,"US Secretary of State, 2001-05",05-Apr-1937,-
Cozy Powell,Drummer,"Drummer, Emerson Lake and Powell",29-Dec-1947,05-Apr-1998
Dawn Powell,Novelist,She Walks In Beauty,28-Nov-1897,14-Nov-1965
Deborah E. Powell,Doctor,Dean of UMN Medical School,1939,-
Dennis Powell,Business,"CFO of Cisco, 2003-08",c. 1948,-
Dick Powell,Actor,The Bad and the Beautiful,14-Nov-1904,02-Jan-1963
Donald Powell,Government,"FDIC Chairman, Gulf Coast Rebuilding Czar",02-May-1941,-
Eleanor Powell,Dancer,Lady Be Good,21-Nov-1912,11-Feb-1982
Enoch Powell,Politician,British demagogue,16-Jun-1912,08-Feb-1998
H. G. L. Powell,Business,"CEO of Interbrew, 1999-2002",c. 1945,-
Jane Powell,Actor,Seven Brides for Seven Brothers,01-Apr-1929,-
Jody Powell,Government,Jimmy Carter's Press Secretary,30-Sep-1943,14-Sep-2009
John Wesley Powell,Geologist,Exploration of the Colorado River,24-Mar-1834,23-Sep-1902
Kendall J. Powell,Business,CEO of General Mills,c. 1954,-
"Lewis F. Powell, Jr.",Judge,"US Supreme Court Justice, 1972-87",19-Sep-1907,25-Aug-1998
Michael Powell,Government,"FCC Chairman 2001-05, Colin Powell's son",23-Mar-1963,-
Michael Powell,Film Director,Stairway to Heaven,30-Sep-1905,19-Feb-1990
Nancy J. Powell,Diplomat,US Ambassador to Nepal,1947,-
Robert Powell,Actor,Jesus of Nazareth,01-Jun-1944,-
Wesley Powell,Politician,"Governor of New Hampshire, 1959-63",13-Oct-1915,06-Jan-1981
William Powell,Actor,My Man Godfrey,29-Jul-1892,05-Mar-1984
Samantha Power,Author,A Problem From Hell,21-Sep-1970,-
Tyrone Power,Actor,Witness for the Prosecution,05-May-1913,15-Nov-1958
Ben Powers,Actor,Keith Anderson on Good Times,13-Feb-1949,-
Ed Powers,Pornstar,Porn star with a series of rough sex videos,25-Oct-1954,-
Francis Gary Powers,Military,U2 shot down over the Soviet Union,17-Aug-1929,01-Aug-1977
Hiram Powers,Sculptor,American neoclassical sculptor,29-Jun-1805,27-Jun-1873
Mala Powers,Actor,Cyrano de Bergerac,20-Dec-1931,11-Jun-2007
Peter J. Powers,Attorney,"First Deputy Mayor of New York City, 1994-96",c. 1945,-
Richard Powers,Novelist,The Gold Bug Variations,18-Jun-1957,-
Richard F. Powers III,Business,Van Kampen Investments,c. 1945,-
Stefanie Powers,Actor,Hart to Hart,02-Nov-1942,-
Timothy H. Powers,Business,CEO of Hubbell,c. 1949,-
Tom Powers,Actor,Double Indemnity,07-Jul-1890,09-Nov-1955
Warren Powers,Football,"Missouri Head Coach, 1978-84",19-Feb-1941,-
"William C. Powers, Jr.",Educator,"President, University of Texas at Austin",30-May-1946,-
Thomas G. Pownall,Business,"CEO of Martin-Marietta, 1982-88",20-Jan-1922,24-Jun-2005
Susan Powter,Fitness Guru,Stop the Insanity! fitness guru,22-Dec-1957,-
John Cowper Powys,Novelist,Wolf Solent,08-Oct-1872,17-Jun-1963
Dougie Poynter,Bassist,Bassist for McFly,30-Nov-1987,-
Sir Edward Poynter,Painter,British Neo-Classical painter,20-Mar-1836,26-Jul-1919
Robert Pozen,Business,Fidelity Investments,1946,-
Renato Pozzetto,Actor,Il ragazzo di campagna,14-Jul-1940,-
Moana Pozzi,Pornstar,Backdoor Summer 2,27-Apr-1961,15-Sep-1994
Vasant M. Prabhu,Business,CFO of Starwood Hotels,c. 1960,-
Edward C. Prado,Judge,5th Circuit Court of Appeals,07-Jun-1947,-
Perez Prado,Musician,"Mambo king (""Dilo!"")",11-Dec-1916,14-Sep-1989
Dennis Prager,Radio Personality,Conservative Jewish radio host,02-Aug-1948,-
Susan Westerberg Prager,Educator,"Dean of UCLA Law School, 1982-98",1942,-
C. K. Prahalad,Educator,Management guru,08-Aug-1941,16-Apr-2010
Pramoedya Ananta Toer,Novelist,The Fugitive,20-Feb-1925,30-Apr-2006
Dith Pran,Journalist,Subject of The Killing Fields,27-Sep-1942,30-Mar-2008
Ludwig Prandtl,Physicist,Father of Aerodynamics,04-Feb-1875,15-Aug-1953
Pras,Musician,"Co-founder of The Fugees, Ghetto Superstar",19-Oct-1972,-
Terry Pratchett,Novelist,Discworld sci-fi series,28-Apr-1948,-
Chris Pratt,Actor,Everwood,21-Jun-1979,-
David Pratt,Politician,"Canadian Defence Minister, 2003-04",03-Jan-1955,-
E. J. Pratt,Poet,Newfoundland Verse,04-Feb-1883,26-Apr-1964
Francis A. Pratt,Business,Co-Founder of Pratt & Whitney,15-Feb-1827,10-Feb-1902
Keri Lynn Pratt,Actor,Jack & Bobby,23-Sep-1978,-
Kyla Pratt,Actor,One on One,16-Sep-1986,-
Spencer Pratt,TV Personality,Husband of Heidi Montag,14-Aug-1983,-
Susan May Pratt,Actor,Open Water 2: Adrift,08-Feb-1974,-
Victoria Pratt,Actor,Shalimar Fox on Mutant X,18-Dec-1970,-
Praxiteles,Sculptor,Hermes Carrying the Infant Dionysus,c. 390 BC,c. 330 BC
Heinz C. Prechter,Business,The sunroof king,19-Jan-1942,06-Jul-2001
Jay A. Precourt,Business,"CEO of Tejas Gas, 1986-99",c. 1937,-
Steve Prefontaine,Track and Field,Long distance runner,25-Jan-1951,30-May-1975
Harry Pregerson,Judge,9th Circuit Court of Appeals,13-Oct-1923,-
Fritz Pregl,Chemist,Microanalysis of organic compounds,03-Sep-1869,13-Dec-1930
David A. Preiser,Business,Houlihan Lokey Howard & Zukin,c. 1957,-
Wolfgang Preiss,Actor,A Bridge Too Far,27-Feb-1910,27-Nov-2002
June Preisser,Actor,Strike Up the Band,26-Jun-1920,19-Sep-1984
Carrie Prejean,Model,"Miss California USA 2009, dethroned",13-May-1987,-
Vladimir Prelog,Chemist,Stereochemistry of enzyme-catalysts,23-Jul-1906,07-Jan-1998
Josephine Premice,Actor,"Calypso singer, Broadway actress",21-Jul-1926,13-Apr-2001
Otto Preminger,Film Director,Anatomy of a Murder,05-Dec-1906,23-Apr-1986
Franklyn G. Prendergast,Doctor,Mayo Clinic,07-Mar-1945,-
Maurice Prendergast,Painter,American Post-Impressionist watercolorist,10-Oct-1859,01-Feb-1924
Jim Prentice,Politician,Canadian Minister of Industry,20-Jul-1956,-
Ann Prentiss,Actor,Sgt. Candy Kane on Captain Nice,27-Nov-1939,12-Jan-2010
Paula Prentiss,Actor,"What's New, Pussycat?",04-Mar-1938,-
Laura Prepon,Actor,Donna on That '70s Show,07-Mar-1980,-
J. Thomas Presby,Business,"COO of Deloitte and Touche, 1995-2001",c. 1940,-
Edward C. Prescott,Economist,Dynamic macroeconomics,26-Dec-1940,-
John Prescott,Politician,"Deputy Prime Minister of the UK, 1997-2007",31-May-1938,-
John B. Prescott,Business,Broken Hill Proprietary Company,c. 1941,-
William H. Prescott,Historian,The Conquest of Mexico,04-May-1796,28-Jan-1859
Margaret R. Preska,Educator,Robinson Preska Company,c. 1938,-
Elvis Presley,Singer,Rock and roll icon,08-Jan-1935,16-Aug-1977
Lisa Marie Presley,Relative,Daughter of Elvis Presley,01-Feb-1968,-
Priscilla Presley,Actor,Elvis's wife,24-May-1945,-
Harve Presnell,Actor,When the Boys Meet the Girls,14-Sep-1933,30-Jun-2009
Bill Press,Pundit,Liberal commentator,1940,-
Eric Press,Business,Apollo Management,c. 1965,-
Emeric Pressburger,Film Director,Black Narcissus,05-Dec-1902,05-Feb-1988
Larry Pressler,Politician,"US Senator from South Dakota, 1979-97",29-Mar-1942,-
